Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad,Reporte,Equipo,Fecha,Error,Tiempo
peruano,macho,890,30,20,blanco,sano,57,Ser. No.: 4653OK2-X - Date: 2024-03-06 09:41:35.761 - Status: OK,2,2024-03-06T14:41:35Z,FALSE,4.184716665744782
andino,macho,802.43,25,16,negro,gordo,55,Ser. No.: 4653OK2-X - Date: 2024-03-06 09:45:45.881 - Status: OK,2,2024-03-06T14:45:45Z,FALSE,4.168666668732961
abisinio,macho,697.86,20,17,marrón oscuro,sano,23,Ser. No.: 4653OK2-X - Date: 2024-03-06 09:45:53.679 - Status: OK,2,2024-03-06T14:45:53Z,FALSE,0.12996666431427
andino,hembra,NA,29,16,negro,NA,29,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:49:19.225 - Status: OK,1,2024-03-06T14:49:19Z,FALSE,12.41586666504542
americano,macho,NA,27,22,marrón,NA,19,Ser. No.: 4653OK2-X - Date: 2024-03-06 09:50:05.474 - Status: OK,2,2024-03-06T14:50:05Z,FALSE,4.196583334604899
peruano,macho,735.78,27,20,blanco,sano,52,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:50:27.704 - Status: OK,3,2024-03-06T14:50:27Z,FALSE,10.775650000572204
peruano,macho,720.21,26,20,marrón,sano,20,Ser. No.: 0372EK3-Z - Date: 2024-03-06 09:50:57.282 - Status: OK,3,2024-03-06T14:50:57Z,FALSE,0.49296666781107584
peruano,hembra,972.38,NA,18,pintado,gordo,32,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:52:24.869 - Status: OK,1,2024-03-06T14:52:24Z,FALSE,3.0940666675567625
peruano,hembra,651.92,25,19,negro,sano,37,Ser. No.: 6543BF2-X - Date: 2024-03-06 09:53:57.54 - Status: OK,1,2024-03-06T14:53:57Z,FALSE,1.544516666730245
híbrido,macho,927.67,19,19,tricolor,gordo,41,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:00:36.269 - Status: OK,1,2024-03-06T15:00:36Z,FALSE,6.645483334859212
peruano,macho,716.11,NA,NA,blanco,NA,41,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:01:09.367 - Status: OK,3,2024-03-06T15:01:09Z,FALSE,10.20141666730245
andino,hembra,NA,19,17,blanco,NA,38,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:10:38.151 - Status: OK,3,2024-03-06T15:10:38Z,FALSE,9.479733331998188
peruano,hembra,730.59,25,NA,blanco,NA,33,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:11:31.83 - Status: OK,1,2024-03-06T15:11:31Z,FALSE,10.926016664505005
andino,macho,865.8,NA,16,blanco,gordo,36,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:20:02.062 - Status: OK,1,2024-03-06T15:20:02Z,FALSE,8.503866668542226
andino,macho,848.93,23,18,tricolor,gordo,11,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:21:46.26 - Status: OK,1,2024-03-06T15:21:46Z,FALSE,1.736633332570394
andino,macho,803.5,25,NA,blanco,NA,24,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:22:51.043 - Status: OK,3,2024-03-06T15:22:51Z,FALSE,12.214866665999095
peruano,macho,737.28,24,19,blanco,sano,22,Ser. No.: 4653OK2-X - Date: 2024-03-06 10:24:44.854 - Status: OK,2,2024-03-06T15:24:44Z,FALSE,34.65633333524068
andino,hembra,NA,23,18,blanco,NA,19,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:28:52.614 - Status: OK,3,2024-03-06T15:28:52Z,FALSE,6.026183334986369
híbrido,macho,1018.61,NA,NA,tricolor,NA,39,Ser. No.: 4653OK2-X - Date: 2024-03-06 10:32:34.801 - Status: OK,2,2024-03-06T15:32:34Z,FALSE,7.832450000445048
peruano,macho,707.95,24,19,blanco,sano,29,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:33:14.812 - Status: OK,1,2024-03-06T15:33:14Z,FALSE,11.475866667429607
peruano,macho,729.62,24,20,negro,sano,48,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:33:30.684 - Status: OK,3,2024-03-06T15:33:30Z,FALSE,4.63449999888738
peruano,macho,795.17,27,NA,marrón,NA,38,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:35:10.613 - Status: OK,1,2024-03-06T15:35:10Z,FALSE,1.9300166646639505
híbrido,hembra,1618.02,NA,27,blanco,sano,47,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:35:37.073 - Status: OK,1,2024-03-06T15:35:37Z,FALSE,0.4410000006357829
peruano,macho,957.53,27,20,blanco,sano,45,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:36:51.679 - Status: OK,1,2024-03-06T15:36:51Z,FALSE,1.2434333324432374
peruano,macho,838.98,NA,19,pintado,sano,32,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:38:26.995 - Status: OK,3,2024-03-06T15:38:26Z,FALSE,4.938516664505005
peruano,hembra,901.4,22,NA,pintado,NA,42,Ser. No.: 4653OK2-X - Date: 2024-03-06 10:38:52.358 - Status: OK,2,2024-03-06T15:38:52Z,FALSE,6.292616665363312
andino,hembra,682.65,NA,16,negro,gordo,54,Ser. No.: 4653OK2-X - Date: 2024-03-06 10:40:33.093 - Status: OK,2,2024-03-06T15:40:33Z,FALSE,1.6789166649182639
andino,macho,899.72,25,18,negro,gordo,40,Ser. No.: 4653OK2-X - Date: 2024-03-06 10:42:23.978 - Status: OK,2,2024-03-06T15:42:23Z,FALSE,1.8480833331743876
peruano,hembra,708.73,NA,20,pintado,sano,57,Ser. No.: 4653OK2-X - Date: 2024-03-06 10:43:08.551 - Status: OK,2,2024-03-06T15:43:08Z,FALSE,0.7428833365440368
abisinio,macho,417.22,22,18,marrón oscuro,flaco,40,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:45:57.124 - Status: OK,3,2024-03-06T15:45:57Z,FALSE,7.502150003115336
peruano,hembra,650.53,26,NA,negro,NA,46,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:47:13.787 - Status: OK,3,2024-03-06T15:47:13Z,FALSE,1.2777166644732156
peruano,hembra,816.36,23,NA,negro,NA,56,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:51:55.185 - Status: OK,3,2024-03-06T15:51:55Z,FALSE,4.689966666698456
peruano,hembra,858.06,NA,19,pintado,sano,21,Ser. No.: 4653OK2-X - Date: 2024-03-06 10:51:56.923 - Status: OK,2,2024-03-06T15:51:56Z,FALSE,8.80619999965032
andino,macho,533.18,24,18,negro,sano,51,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:52:59.539 - Status: OK,3,2024-03-06T15:52:59Z,FALSE,1.0725666681925456
peruano,hembra,824.36,22,19,blanco,sano,26,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:53:35.112 - Status: OK,1,2024-03-06T15:53:35Z,FALSE,16.723883334795634
andino,macho,861.43,27,18,marrón,gordo,25,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:53:56.087 - Status: OK,1,2024-03-06T15:53:56Z,FALSE,0.3495833317438761
andino,macho,602.97,22,NA,blanco,sano,55,Ser. No.: 6543BF2-X - Date: 2024-03-06 10:54:02.239 - Status: OK,1,2024-03-06T15:54:02Z,FALSE,0.10253333648045858
peruano,macho,786.13,NA,20,marrón,sano,25,Ser. No.: 0372EK3-Z - Date: 2024-03-06 10:57:21.659 - Status: OK,3,2024-03-06T15:57:21Z,FALSE,4.368666664759318
peruano,hembra,779.39,NA,18,blanco,sano,35,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:02:01.454 - Status: OK,3,2024-03-06T16:02:01Z,FALSE,4.663250001271566
andino,hembra,682.9,25,15,blanco,gordo,48,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:02:36.373 - Status: OK,2,2024-03-06T16:02:36Z,FALSE,10.657499996821086
peruano,macho,740.45,30,NA,pintado,NA,64,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:02:38.276 - Status: OK,1,2024-03-06T16:02:38Z,FALSE,8.600616665681203
andino,hembra,NA,23,14,blanco,NA,44,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:02:58.479 - Status: OK,1,2024-03-06T16:02:58Z,FALSE,0.33671666781107584
andino,hembra,761.4,22,15,marrón,gordo,40,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:03:27.896 - Status: OK,1,2024-03-06T16:03:27Z,FALSE,0.4902833302815755
peruano,macho,858.19,NA,20,blanco,sano,32,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:04:08.341 - Status: OK,2,2024-03-06T16:04:08Z,FALSE,1.5328000028928122
peruano,macho,NA,NA,20,pintado,NA,21,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:07:00.802 - Status: OK,3,2024-03-06T16:07:00Z,FALSE,4.989133334159851
andino,macho,780.33,26,17,negro,gordo,43,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:07:38.447 - Status: OK,3,2024-03-06T16:07:38Z,FALSE,0.6274166663487752
andino,macho,794.31,25,18,marrón,sano,27,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:07:49.544 - Status: OK,1,2024-03-06T16:07:49Z,FALSE,4.360800000031789
andino,macho,813.23,24,18,tricolor,gordo,56,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:08:49.21 - Status: OK,3,2024-03-06T16:08:49Z,FALSE,1.1793833335240682
peruano,macho,NA,23,NA,blanco,NA,11,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:11:17.138 - Status: OK,2,2024-03-06T16:11:17Z,FALSE,7.146616665522258
americano,hembra,659.44,21,NA,marrón,NA,17,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:16:53.178 - Status: OK,2,2024-03-06T16:16:53Z,FALSE,5.600666666030884
peruano,macho,881.62,25,NA,negro,NA,20,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:17:22.213 - Status: OK,1,2024-03-06T16:17:22Z,FALSE,9.544483335812886
americano,macho,791.49,30,20,gris,sano,14,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:17:30.866 - Status: OK,2,2024-03-06T16:17:30Z,FALSE,0.6281333327293396
peruano,hembra,636.5,21,NA,marrón,NA,14,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:17:41.535 - Status: OK,1,2024-03-06T16:17:41Z,FALSE,0.32203333377838134
peruano,hembra,720.78,24,NA,blanco,NA,51,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:20:21.601 - Status: OK,1,2024-03-06T16:20:21Z,FALSE,2.6677666664123536
andino,hembra,781.29,31,NA,negro,NA,17,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:22:24.488 - Status: OK,3,2024-03-06T16:22:24Z,FALSE,13.58796666463216
americano,macho,668.27,24,20,blanco,sano,40,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:23:16.074 - Status: OK,2,2024-03-06T16:23:16Z,FALSE,5.7534666657447815
andino,macho,738.65,29,18,marrón,sano,30,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:26:30.763 - Status: OK,2,2024-03-06T16:26:30Z,FALSE,3.2448166688283284
peruano,macho,868.93,24,20,marrón,sano,62,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:31:09.83 - Status: OK,1,2024-03-06T16:31:09Z,FALSE,10.803816664218903
peruano,hembra,825.15,24,21,blanco,sano,35,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:33:34.377 - Status: OK,1,2024-03-06T16:33:34Z,FALSE,2.4091166694959005
abisinio,macho,617.66,NA,NA,marrón oscuro,NA,60,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:34:07.193 - Status: OK,1,2024-03-06T16:34:07Z,FALSE,0.5469333330790201
peruano,macho,867.92,29,19,negro,sano,24,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:34:11.153 - Status: OK,1,2024-03-06T16:34:11Z,FALSE,0.06600000063578287
abisinio,macho,542.21,22,NA,negro,NA,30,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:36:14.694 - Status: OK,2,2024-03-06T16:36:14Z,FALSE,9.732183333237966
andino,macho,653.93,24,19,negro,sano,61,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:38:11.952 - Status: OK,1,2024-03-06T16:38:11Z,FALSE,4.013316663106282
peruano,macho,875.2,28,19,blanco,sano,34,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:39:51.95 - Status: OK,1,2024-03-06T16:39:51Z,FALSE,1.6666333357493082
abisinio,macho,567.06,27,NA,gris,NA,25,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:42:21.707 - Status: OK,1,2024-03-06T16:42:21Z,FALSE,2.4959499994913736
peruano,hembra,614.74,26,19,blanco,sano,41,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:43:31.142 - Status: OK,1,2024-03-06T16:43:31Z,FALSE,1.1572499990463256
peruano,hembra,667.18,26,NA,blanco,NA,63,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:44:28.328 - Status: OK,3,2024-03-06T16:44:28Z,FALSE,22.064000002543132
peruano,macho,974.45,NA,NA,negro,NA,61,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:46:47.444 - Status: OK,1,2024-03-06T16:46:47Z,FALSE,3.2717000007629395
andino,macho,761.53,25,16,negro,gordo,44,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:47:30.857 - Status: OK,3,2024-03-06T16:47:30Z,FALSE,3.04215000073115
peruano,hembra,729.79,28,20,blanco,sano,38,Ser. No.: 6543BF2-X - Date: 2024-03-06 11:49:16.526 - Status: OK,1,2024-03-06T16:49:16Z,FALSE,2.4847000002861024
andino,macho,906.51,26,NA,marrón,NA,23,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:52:13.996 - Status: OK,3,2024-03-06T16:52:13Z,FALSE,4.718983332316081
peruano,hembra,678.23,24,NA,negro,NA,53,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:53:35.683 - Status: OK,2,2024-03-06T16:53:35Z,FALSE,17.3498166680336
peruano,macho,846.47,31,NA,negro,NA,16,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:53:53.973 - Status: OK,3,2024-03-06T16:53:53Z,FALSE,1.666283333301544
andino,macho,813.05,26,NA,marrón,NA,42,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:56:06.663 - Status: OK,3,2024-03-06T16:56:06Z,FALSE,2.2115000009536745
peruano,macho,686.12,NA,21,marrón,flaco,38,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:57:18.916 - Status: OK,3,2024-03-06T16:57:18Z,FALSE,1.2042166630427042
abisinio,macho,626.47,25,15,marrón oscuro,gordo,13,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:57:19.005 - Status: OK,2,2024-03-06T16:57:19Z,FALSE,3.7220333337783815
peruano,hembra,759.24,27,18,marrón,sano,47,Ser. No.: 0372EK3-Z - Date: 2024-03-06 11:57:30.536 - Status: OK,3,2024-03-06T16:57:30Z,FALSE,0.193666668732961
andino,macho,794.13,27,18,tricolor,sano,62,Ser. No.: 4653OK2-X - Date: 2024-03-06 11:58:13.663 - Status: OK,2,2024-03-06T16:58:13Z,FALSE,0.9109666665395101
americano,macho,874.33,34,19,negro,sano,63,Ser. No.: 0372EK3-Z - Date: 2024-03-06 12:00:28.256 - Status: OK,3,2024-03-06T17:00:28Z,FALSE,2.962000000476837
andino,macho,NA,22,NA,negro,NA,51,Ser. No.: 4653OK2-X - Date: 2024-03-06 12:02:17.783 - Status: OK,2,2024-03-06T17:02:17Z,FALSE,4.068666664759318
peruano,macho,NA,NA,22,marrón,NA,25,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:00:41.406 - Status: OK,2,2024-03-06T18:00:41Z,FALSE,NA
andino,macho,922.97,28,19,negro,sano,25,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:00:45.803 - Status: OK,3,2024-03-06T18:00:45Z,FALSE,NA
andino,macho,NA,29,NA,blanco,NA,39,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:09:39.694 - Status: OK,2,2024-03-06T18:09:39Z,FALSE,8.971466668446858
andino,macho,743.81,23,19,blanco,sano,64,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:09:40.468 - Status: OK,2,2024-03-06T18:09:40Z,FALSE,0.012899998823801677
andino,hembra,592.59,24,15,blanco,gordo,31,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:10:54.164 - Status: OK,3,2024-03-06T18:10:54Z,FALSE,10.139350001017252
híbrido,hembra,NA,22,22,blanco,NA,27,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:13:55.984 - Status: OK,2,2024-03-06T18:13:55Z,FALSE,4.258600000540415
peruano,hembra,960.44,27,17,negro,gordo,41,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:15:27.465 - Status: OK,2,2024-03-06T18:15:27Z,FALSE,1.5246833324432374
andino,macho,NA,25,NA,blanco,NA,58,Ser. No.: 6543BF2-X - Date: 2024-03-06 13:15:37.258 - Status: OK,1,2024-03-06T18:15:37Z,FALSE,NA
peruano,hembra,571,24,NA,blanco,NA,16,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:15:46.587 - Status: OK,3,2024-03-06T18:15:46Z,FALSE,4.87371666431427
peruano,macho,NA,27,20,pintado,NA,40,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:15:52.751 - Status: OK,2,2024-03-06T18:15:52Z,FALSE,0.4214333335558573
peruano,hembra,647.9,25,NA,blanco,NA,57,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:17:18.66 - Status: OK,2,2024-03-06T18:17:18Z,FALSE,1.4318166693051657
híbrido,macho,1047.02,34,21,marrón,sano,25,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:25:09.476 - Status: OK,3,2024-03-06T18:25:09Z,FALSE,9.381483336289724
peruano,macho,780.4,23,NA,pintado,NA,43,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:26:10.785 - Status: OK,2,2024-03-06T18:26:10Z,FALSE,8.86875
peruano,hembra,652.38,NA,NA,blanco,NA,20,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:26:25.283 - Status: OK,3,2024-03-06T18:26:25Z,FALSE,1.2634499986966452
peruano,hembra,792.4,27,19,marrón,sano,59,Ser. No.: 6543BF2-X - Date: 2024-03-06 13:27:13.883 - Status: OK,1,2024-03-06T18:27:13Z,FALSE,11.610416666666667
andino,hembra,NA,21,16,blanco,NA,17,Ser. No.: 6543BF2-X - Date: 2024-03-06 13:28:42.036 - Status: OK,1,2024-03-06T18:28:42Z,FALSE,1.4692166686058044
andino,hembra,696.23,21,16,marrón,gordo,48,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:37:42.124 - Status: OK,2,2024-03-06T18:37:42Z,FALSE,11.522316666444143
andino,macho,648.48,28,19,negro,sano,19,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:38:02.81 - Status: OK,3,2024-03-06T18:38:02Z,FALSE,11.625449999173481
andino,hembra,668.67,21,16,rojizo,gordo,36,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:38:04.531 - Status: OK,2,2024-03-06T18:38:04Z,FALSE,0.3734499971071879
andino,hembra,485.68,29,NA,tricolor,NA,51,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:41:56.239 - Status: OK,3,2024-03-06T18:41:56Z,FALSE,3.8904833356539408
peruano,macho,1061.55,26,18,blanco,gordo,38,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:42:53.567 - Status: OK,3,2024-03-06T18:42:53Z,FALSE,0.9554666638374328
peruano,hembra,769.82,24,20,blanco,sano,24,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:43:23.014 - Status: OK,3,2024-03-06T18:43:23Z,FALSE,0.49078333377838135
peruano,macho,875.67,28,19,negro,sano,37,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:43:59.085 - Status: OK,3,2024-03-06T18:43:59Z,FALSE,0.6011833349863688
peruano,macho,700.39,NA,21,marrón,sano,21,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:45:38.912 - Status: OK,3,2024-03-06T18:45:38Z,FALSE,1.663783331712087
híbrido,macho,1063.9,35,21,blanco,sano,21,Ser. No.: 6543BF2-X - Date: 2024-03-06 13:47:25.656 - Status: OK,1,2024-03-06T18:47:25Z,FALSE,18.72699999809265
peruano,macho,665.54,NA,19,blanco,sano,25,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:47:27.138 - Status: OK,2,2024-03-06T18:47:27Z,FALSE,9.376783335208893
peruano,hembra,778.21,26,17,marrón,gordo,27,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:48:37.543 - Status: OK,2,2024-03-06T18:48:37Z,FALSE,1.1734166661898295
peruano,macho,NA,26,20,blanco,NA,29,Ser. No.: 6543BF2-X - Date: 2024-03-06 13:49:08.476 - Status: OK,1,2024-03-06T18:49:08Z,FALSE,1.7136666695276896
andino,macho,818.04,25,18,blanco,sano,51,Ser. No.: 6543BF2-X - Date: 2024-03-06 13:49:14.463 - Status: OK,1,2024-03-06T18:49:14Z,FALSE,0.09978333314259848
andino,macho,833.2,NA,NA,rojizo,NA,19,Ser. No.: 6543BF2-X - Date: 2024-03-06 13:49:56.529 - Status: OK,1,2024-03-06T18:49:56Z,FALSE,0.7010999997456868
peruano,hembra,790.68,26,19,blanco,sano,53,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:50:33.449 - Status: OK,2,2024-03-06T18:50:33Z,FALSE,1.9317666649818421
andino,macho,705.81,27,18,negro,sano,39,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:50:38.869 - Status: OK,2,2024-03-06T18:50:38Z,FALSE,0.09033333460489909
peruano,hembra,NA,29,16,negro,NA,27,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:52:10.814 - Status: OK,2,2024-03-06T18:52:10Z,FALSE,1.5324166655540465
andino,hembra,765.63,23,NA,marrón,NA,32,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:52:56.166 - Status: OK,2,2024-03-06T18:52:56Z,FALSE,0.7558666666348776
peruano,macho,951.11,24,NA,blanco,NA,28,Ser. No.: 6543BF2-X - Date: 2024-03-06 13:53:09.397 - Status: OK,1,2024-03-06T18:53:09Z,FALSE,3.214466667175293
peruano,macho,718.2,27,NA,marrón,NA,28,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:53:42.199 - Status: OK,3,2024-03-06T18:53:42Z,FALSE,8.05478333234787
peruano,hembra,793.01,29,NA,blanco,NA,24,Ser. No.: 6543BF2-X - Date: 2024-03-06 13:54:31.24 - Status: OK,1,2024-03-06T18:54:31Z,FALSE,1.364049998919169
andino,macho,808.51,25,NA,rojizo,NA,26,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:55:09.514 - Status: OK,3,2024-03-06T18:55:09Z,FALSE,1.4552500009536744
peruano,macho,NA,31,21,marrón,NA,56,Ser. No.: 4653OK2-X - Date: 2024-03-06 13:56:15.916 - Status: OK,2,2024-03-06T18:56:15Z,FALSE,3.3291666666666666
peruano,macho,916.83,28,NA,negro,NA,16,Ser. No.: 0372EK3-Z - Date: 2024-03-06 13:59:57.329 - Status: OK,3,2024-03-06T18:59:57Z,FALSE,4.796916667620341
andino,hembra,796.29,NA,16,marrón,gordo,34,Ser. No.: 0372EK3-Z - Date: 2024-03-06 14:00:01.367 - Status: OK,3,2024-03-06T19:00:01Z,FALSE,0.06730000178019206
americano,macho,838.61,23,NA,blanco,NA,52,Ser. No.: 4653OK2-X - Date: 2024-03-06 14:00:41.856 - Status: OK,2,2024-03-06T19:00:41Z,FALSE,4.432333334287008
peruano,hembra,542.03,27,17,negro,sano,13,Ser. No.: 6543BF2-X - Date: 2024-03-06 14:01:08.097 - Status: OK,1,2024-03-06T19:01:08Z,FALSE,6.61428333123525
andino,macho,926.97,25,18,marrón,gordo,45,Ser. No.: 4653OK2-X - Date: 2024-03-06 14:01:54.761 - Status: OK,2,2024-03-06T19:01:54Z,FALSE,1.2150833328564963
americano,hembra,841.77,28,NA,marrón,NA,54,Ser. No.: 4653OK2-X - Date: 2024-03-06 14:02:13.137 - Status: OK,2,2024-03-06T19:02:13Z,FALSE,0.30626666943232217
peruano,macho,739.58,26,NA,pintado,NA,23,Ser. No.: 6543BF2-X - Date: 2024-03-06 14:05:31.226 - Status: OK,1,2024-03-06T19:05:31Z,FALSE,4.38548333644867
andino,hembra,571.18,22,16,blanco,sano,48,Ser. No.: 6543BF2-X - Date: 2024-03-06 14:09:41.897 - Status: OK,1,2024-03-06T19:09:41Z,FALSE,4.177850000063578
peruano,macho,822.97,NA,21,marrón,sano,33,Ser. No.: 6543BF2-X - Date: 2024-03-06 14:10:09.773 - Status: OK,1,2024-03-06T19:10:09Z,FALSE,0.4645999987920125
peruano,hembra,NA,25,18,blanco,NA,42,Ser. No.: 6543BF2-X - Date: 2024-03-06 14:11:16.315 - Status: OK,1,2024-03-06T19:11:16Z,FALSE,1.1090333342552186
peruano,macho,NA,NA,20,blanco,NA,57,Ser. No.: 4653OK2-X - Date: 2024-03-06 14:11:58.707 - Status: OK,2,2024-03-06T19:11:58Z,FALSE,9.75949999888738
peruano,macho,977.39,29,20,blanco,gordo,38,Ser. No.: 4653OK2-X - Date: 2024-03-06 14:13:43.813 - Status: OK,2,2024-03-06T19:13:43Z,FALSE,1.7517666657765707
híbrido,macho,967.48,19,27,pintado,flaco,50,Ser. No.: 6543BF2-X - Date: 2024-03-06 14:14:10.695 - Status: OK,1,2024-03-06T19:14:10Z,FALSE,2.906333331267039
peruano,macho,NA,23,19,negro,NA,42,Ser. No.: 6543BF2-X - Date: 2024-03-06 14:16:31.499 - Status: OK,1,2024-03-06T19:16:31Z,FALSE,2.346733335653941
peruano,macho,985.62,NA,19,negro,gordo,30,Ser. No.: 0372EK3-Z - Date: 2024-03-06 14:18:12.131 - Status: OK,3,2024-03-06T19:18:12Z,FALSE,18.17939999898275
peruano,hembra,843.63,24,19,blanco,sano,40,Ser. No.: 0372EK3-Z - Date: 2024-03-06 14:18:29.845 - Status: OK,3,2024-03-06T19:18:29Z,FALSE,0.29523333311080935
peruano,hembra,687.83,25,18,marrón,sano,36,Ser. No.: 0372EK3-Z - Date: 2024-03-06 14:23:44.596 - Status: OK,3,2024-03-06T19:23:44Z,FALSE,5.245849998792012
peruano,macho,810.03,NA,22,negro,sano,23,Ser. No.: 6543BF2-X - Date: 2024-03-06 14:25:26.127 - Status: OK,1,2024-03-06T19:25:26Z,FALSE,8.910466667016347
peruano,hembra,883.09,NA,NA,negro,NA,55,Ser. No.: 4653OK2-X - Date: 2024-03-06 14:26:46.656 - Status: OK,2,2024-03-06T19:26:46Z,FALSE,13.047383332252503
peruano,macho,748.17,25,19,negro,sano,49,Ser. No.: 4653OK2-X - Date: 2024-03-06 14:28:16.89 - Status: OK,2,2024-03-06T19:28:16Z,FALSE,1.5039000034332275
híbrido,hembra,972.01,31,20,blanco,sano,29,Ser. No.: 6543BF2-X - Date: 2024-03-06 14:28:24.254 - Status: OK,1,2024-03-06T19:28:24Z,FALSE,2.9687833309173586
peruano,macho,805.92,29,NA,negro,NA,56,Ser. No.: 0372EK3-Z - Date: 2024-03-06 14:32:06.946 - Status: OK,3,2024-03-06T19:32:06Z,FALSE,8.372500002384186
andino,macho,NA,29,19,blanco,NA,60,Ser. No.: 6543BF2-X - Date: 2024-03-06 14:33:02.036 - Status: OK,1,2024-03-06T19:33:02Z,FALSE,4.629700001080831
peruano,macho,NA,29,20,blanco,NA,22,Ser. No.: 0372EK3-Z - Date: 2024-03-06 14:33:42.938 - Status: OK,3,2024-03-06T19:33:42Z,FALSE,1.5998666644096375
