Raza,Sexo,Peso,Largo,Cintura,Color,Talla,Edad
peruano,Hembra,761.63,28,19,pintado,sano,23
Cuy Peruano,Macho,693.51,NA,19,Negro,Sano,23
Peruano,Hembra,804.77,26,18,negro,sano,40
Cuy andino,M,807.19,26,19,marrón,sano,49
Cuy Americano,H,1055.69,28,22,gris,Sano,39
Peruano,macho,784.96,27,18,Blanco,sano,54
Cuy Andino,Hembra,NA,26,15,Marrón,NA,60
peruano,m,NA,33,NA,pintado,NA,50
Andino,M,698.13,24,NA,blanco,NA,48
Cuy Peruano,Macho,1045.65,27,20,Blanco,gordo,32
Cuy Andino,Macho,638.36,30,18,Tricooloor,Sano,56
peruano,hembra,598.52,27,18,negro,Sano,53
Cuy Peruano,macho,856.37,NA,18,marrón,Gordo,46
Cuy Andino,Hembra,780.28,25,17,negro,Gordo,47
Cuy peruano,h,824.36,27,16,Blancoo,Gordo,50
adinon,hembra,699.05,23,16,marrón,Gordo,48
Cuy Peruano,macho,885.07,NA,20,Pintado,Sano,42
peruano,Macho,743.64,30,19,Negro,Sano,20
Cuy Peruano,macho,809.97,29,20,Negro,Sano,35
peruano,macho,786.68,29,20,Blanco,sano,53
adinon,M,821.29,27,17,Tricolor,gordo,29
Cuy peruano,m,NA,23,20,Negro,NA,29
Cuy Andino,Macho,895.48,NA,NA,tricolor,NA,57
peruano,macho,NA,28,19,Blanco,NA,26
adinon,Macho,737.06,24,NA,Blanco,NA,15
Híbrido,Hembra,549.2,17,23,Marrón,Flaco,42
Peruano,Macho,863.24,27,20,Negro,Sano,10
Andino,M,808.15,26,20,marrón,sano,48
Abisinio,macho,569.25,29,16,Negro,Sano,20
Cuy peruano,Macho,936.8,28,NA,Blanco,NA,55
peruano,M,676.99,25,17,blanco,Sano,34
Americano,Macho,1032.78,31,NA,Negro,NA,22
Cuy peruano,H,774.24,NA,NA,blancoo,NA,48
Peruano,Macho,767.25,NA,NA,Marrón,NA,28
cuy,Hembra,NA,25,23,Tricolor,NA,17
Andino,Macho,994.8,28,16,negro,Obeso,24
Cuy Peruano,Macho,916.72,28,20,pintado,Sano,33
andino,Macho,843.26,NA,18,rojizo,Gordo,32
Cuy Peruano,Hembra,634.1,NA,18,Blanco,Sano,28
Hibrido,h,1308.18,NA,22,blanco,gordo,63
Cuy peruano,h,599.2,20,18,negro,Sano,60
adinon,macho,789.5,27,NA,blanco,NA,56
Cuy,M,1380.92,34,NA,blanco,NA,48
aNDino,m,760.48,24,NA,tricolor,NA,46
Cuy andino,h,783.35,23,19,Marrón,Sano,50
adinon,hembra,NA,17,NA,marrón,NA,17
Cuy peruano,Hembra,629.27,24,19,blanco,Sano,17
peruano,hembra,NA,24,17,Marrón,NA,30
Andino,macho,717.28,NA,18,Blanco,Sano,44
Peruano,h,NA,22,17,Marrón,NA,24
andino,H,679.21,23,16,marrón,gordo,32
Abisinio,macho,689.86,25,16,gris,gordo,42
Cuy Peruano,macho,NA,26,NA,negroo,NA,21
Peruano,hembra,802.86,24,NA,Negro,NA,39
Andino,M,648.02,26,18,Negro,Sano,22
andino,h,758.69,22,15,Marrón,Gordo,45
Peruano,Macho,NA,28,NA,negro,NA,15
andino,macho,888.13,25,19,Marrón,Sano,41
Hibrido,hembra,1290.63,30,NA,Blanco,NA,44
Peruano,Macho,930.13,NA,NA,Negro,NA,15
andino,H,731.71,26,NA,Marrón,NA,35
Cuy peruano,h,731.01,27,18,Negro,sano,36
Cuy Andino,h,709.65,26,15,blanco,Gordo,45
Cuy Peruano,hembra,724.99,24,NA,Marrón,NA,58
Cuy Andino,m,758.22,NA,18,Negro,sano,32
Cuy Peruano,M,903.44,NA,19,pintado,Gordo,33
Cuy abisinio,macho,631.23,22,16,Gris,gordo,37
peruano,macho,811.46,NA,19,pintado,Sano,44
peruano,Macho,735.44,29,NA,Blanco,NA,44
peruano,Macho,660.24,NA,NA,blanco,NA,65
Cuy americano,m,NA,28,23,negro,NA,23
Cuy peruano,Hembra,644.02,27,NA,Blanco,NA,19
Cuy peruano,M,915.69,25,20,pintado,sano,42
Cuy Peruano,H,817.43,29,NA,negro,NA,50
Cuy andino,M,639.86,22,20,marrón,Sano,52
Cuy,Macho,1971.4,32,23,tricolor,Obeso,60
Cuy Peruano,Macho,682.49,28,NA,Blanco,NA,52
Peruano,Hembra,693.02,NA,17,blanco,sano,11
andino,Macho,913.65,28,17,Blanco,gordo,28
aNDino,Macho,1048.81,28,NA,Negro,NA,45
Cuy Andino,M,892.28,20,19,Blanco,Gordo,52
hibrido,Macho,1375.23,NA,24,marrón,sano,15
Cuy Peruano,m,975.87,29,19,blanco,Gordo,36
Cuy Peruano,macho,NA,29,21,Marrón,NA,40
aNDino,Macho,816.7,23,17,Negro,Gordo,63
andino,m,890.42,NA,19,Negro,Sanoo,56
Cuy peruano,macho,830.39,NA,20,blanco,Sano,30
Híbrido,Macho,458.05,28,15,Blanco,Sano,38
peruano,Macho,773.26,31,20,marrón,Sano,19
Cuy abisinio,m,628.17,NA,16,Gris,Sano,16
andino,hembra,637.7,18,17,negro,Sanoo,37
Cuy Peruano,h,NA,21,18,Negro,NA,38
Cuy americano,Macho,738.28,20,20,Marrón,Sano,22
Peruano,Hembra,480.57,26,18,Blanco,Flaco,16
Andino,H,600.48,19,17,Blanco,Sano,50
Cuy Andino,Macho,734.05,22,18,Blanco,Sano,47
peruano,m,NA,28,20,Pintado,NA,54
Cuy Abisinio,macho,415.97,25,15,Negro,Sano,22
Cuy híbrido,h,926.7,27,NA,Tricolor,NA,61
Cuy abisinio,m,602.48,26,15,Negro,Gordo,45
Cuy peruano,m,NA,22,20,Blanco,NA,21
Abisinio,Macho,590.22,23,16,Marrón Oscuro,Sano,53
Cuy Americano,Hembra,NA,23,19,Marrón,NA,25
Cuy Peruano,m,910.75,29,NA,blanco,NA,29
Cuy americano,M,NA,24,24,Gris,NA,15
Cuy Peruano,Macho,NA,26,20,pintado,NA,39
peruano,hembra,873.96,NA,19,marrón,Sano,21
Cuy Híbrido,macho,740.65,22,20,Tricolor,sano,34
andino,hembra,763.82,23,15,blanco,Gordo,62
Cuy peruano,hembra,782.94,27,19,Blanco,sanoo,29
hibrido,h,1276.79,NA,19,Pintado,Gordo,29
Cuy abisinio,Macho,NA,25,16,Marrón Oscuro,NA,31
Cuy Peruano,h,547.59,22,17,blanco,Sano,24
Cuy peruano,h,680.72,NA,NA,Negro,NA,40
peruano,H,650.33,20,18,pintado,Sano,58
Peruano,M,682.93,26,NA,pintado,NA,27
peruano,M,949.95,29,NA,Marrón,NA,19
Americano,h,675.47,25,20,Marrón,Sano,23
Cuy Peruano,M,627.49,NA,19,marrón,sano,44
Cuy peruano,Macho,697.28,26,NA,blanco,NA,64
híbrido,Hembra,920.35,38,NA,tricolor,NA,31
peruano,m,845.03,27,21,blanco,sano,52
Cuy americano,h,758.91,NA,19,negro,Sano,15
peruano,hembra,577.45,24,20,blanco,flaco,30
Cuy,Macho,NA,21,28,pintado,NA,15
Abisinio,Macho,423.96,26,16,Gris,sano,15
peruano,Macho,680.38,29,NA,blanco,NA,19
Cuy Peruano,Macho,NA,29,20,Negro,NA,35
andino,Hembra,NA,NA,17,negro,NA,27
andino,Macho,656.44,NA,NA,Blanco,NA,30
Americano,Hembra,965.71,25,NA,Marrón,NA,55
Cuy Peruano,Macho,696.29,30,19,Negro,sano,46
Cuy híbrido,macho,537.48,NA,22,Pintado,Flaco,25
Cuy andino,M,654.65,28,NA,Negro,NA,11
Peruano,m,873.86,NA,NA,Blanco,NA,16
Peruano,Macho,NA,NA,18,pintado,NA,49
Andino,Macho,710.15,23,NA,Blanco,NA,43
Andino,Macho,818.28,20,NA,Tricolor,NA,62
Cuy peruano,Macho,714.45,NA,NA,Negro,NA,22
Cuy Peruano,macho,756.21,25,19,Pintado,Sano,45
peruano,M,NA,29,NA,Pintado,NA,22
Cuy Peruano,h,685.65,26,17,blanco,Sano,34
Peruanoo,H,835.67,28,18,Negro,Gordo,58
peruano,h,NA,22,NA,marrón,NA,30
Cuy,h,718.83,22,20,Blanco,Sano,34
Cuy Peruano,h,762.08,NA,16,blanco,gordo,45
Cuy Andino,m,925.75,27,19,Marrón,Gordo,24
Andino,macho,602.56,24,NA,Marrón,NA,51
Cuy peruano,h,822.25,NA,17,Blanco,gordo,28
Andino,Macho,809.79,26,19,Blanco,sano,30
Americano,h,877.96,32,NA,negro,NA,11
Andino,H,NA,30,14,Negro,NA,24
peruano,M,912.46,31,21,Blanco,Sano,56
Cuy peruano,macho,825.15,31,NA,Marrón,NA,21
Peruano,M,NA,26,20,Blanco,NA,12
Peruano,macho,1189.55,NA,20,Marrón,gordo,50
andino,m,838.39,22,18,Negro,Sano,64
Cuy Abisinio,Macho,666.47,23,NA,Gris,NA,36
Cuy peruano,m,761.39,25,20,blanco,Sano,21
Cuy Peruano,macho,885.51,26,20,pintado,sano,62
andino,M,NA,20,19,marrón,NA,18
Andino,Hembra,579.39,NA,16,Negro,Sano,52
Cuy Abisinio,Macho,624.74,22,15,negro,gordo,40
Cuy andino,H,765.65,NA,17,Tricolor,Gordo,24
Cuy peruano,Macho,907.49,NA,NA,Blanco,NA,39
Cuy Peruano,Hembra,654.04,25,NA,negro,NA,55
Peruano,Macho,818.24,NA,21,Marrón,Sano,52
aNDino,Macho,783.89,22,NA,marrón,NA,53
Cuy híbrido,M,795.58,NA,15,tricolor,Gordo,17
Cuy Andino,h,566.91,28,15,Marrón,sano,28
Cuy peruano,M,923.78,30,21,blanco,Sano,51
Cuy Peruano,h,719.44,32,18,Pintado,sano,24
andino,Macho,848.92,27,16,Blanco,Gordo,65
Cuy Peruano,H,726.92,NA,NA,Negro,NA,43
Cuy Híbrido,Hembra,894.34,30,15,Blanco,Obeso,13
Cuy peruano,h,760.4,25,19,Blanco,Sano,20
NA,macho,1031.05,34,21,tricolor,Sano,39
Cuy Peruano,macho,849.49,21,21,marrón,Sano,27
Americano,hembra,642.16,23,19,Blanco,sano,56
Andino,hembra,614.27,24,NA,Tricolor,NA,27
Cuy abisinio,Macho,713.15,25,NA,marrón oscuro,NA,56
Peruano,H,648.83,22,20,Negro,Sano,60
Cuy andino,macho,824.21,21,18,Negro,sano,12
peruano,hembra,NA,27,17,Blanco,NA,44
Peruano,M,916.44,31,NA,pintado,NA,49
Cuy Abisinio,Macho,637.8,23,16,negro,Sano,59
Cuy peruano,Hembra,872.86,27,18,Blanco,gordo,50
andino,hembra,725.39,23,17,Blanco,Sano,37
Cuy Peruano,Hembra,839.24,30,NA,negro,NA,41
Abisinio,Macho,544.92,23,NA,marrón oscuro,NA,60
Cuy Peruano,hembra,781.14,25,18,Marrón,Gordo,41
Peruano,h,562.43,22,18,marrón,Sano,17
peruano,macho,679.4,23,19,marrón,sano,53
Cuy híbrido,Hembra,NA,28,19,Tricolor,NA,53
Abisinio,macho,547.7,17,17,negro,Sano,32
Cuy andino,h,676.48,28,16,Blanco,gordo,19
Cuy Andino,Macho,826.53,24,17,Negro,Gordo,63
andino,h,690.75,27,NA,marrón,NA,54
Cuy peruano,H,NA,NA,16,Negro,NA,54
Americano,hembra,915.2,31,19,negro,sano,16
Peruano,Hembra,843.61,26,17,Negro,Gordo,13
Cuy andino,macho,709.63,27,NA,Marrón,NA,41
Cuy andino,macho,721.01,27,NA,Marrón,NA,35
Cuy andino,M,841.06,27,18,rojizo,Gordo,31
Hibrido,macho,1314.48,24,NA,tricolor,NA,38
Andino,Hembra,721.08,22,NA,tricolor,NA,45
peruano,macho,1024.37,31,22,Pintado,Sano,32
Cuy Peruano,H,676.33,27,18,pintado,Sano,36
peruano,H,784.85,NA,16,Marrón,Gordo,20
peruano,Macho,971.5,25,19,Blanco,Gordo,16
andino,M,713.36,22,18,Marrón,sano,25
Cuy andino,macho,689.09,24,17,Rojizo,Sano,57
Cuy Andino,Macho,742.99,28,18,blanco,sano,62
Cuy Peruano,M,825.97,26,20,blanco,Sano,30
andino,macho,NA,25,NA,negro,NA,43
cuy,h,1305.85,17,26,Pintado,Sano,39
Peruano,Macho,878.52,25,NA,Marrón,NA,25
Cuy andino,macho,816.16,NA,19,Negro,Sano,31
Peruano,hembra,854.3,24,NA,Pintado,NA,48
NA,hembra,1048.01,19,21,Pintado,Sano,64
peruano,hembra,683.95,30,16,Marrón,Gordo,10
Cuy abisinio,Macho,688.96,27,NA,Negroo,NA,51
Andino,Macho,NA,NA,18,Blanco,NA,60
Peruano,Macho,965.04,32,NA,Blanco,NA,12
Cuy abisinio,macho,611.69,21,NA,gris,NA,13
andino,macho,848.72,25,16,Marrón,goordo,25
Cuy Peruano,macho,974.48,28,20,Blanco,Gordo,15
andino,macho,925.15,NA,19,negro,gordo,22
Cuy peruano,Macho,816.77,26,18,Blanco,Sano,36
Cuy peruano,macho,862,28,21,Blanco,Sano,60
Cuy Híbrido,h,1215.61,NA,NA,tricolor,NA,45
híbrido,hembra,776.53,14,25,blanco,flaco,58
Cuy Híbrido,m,1483.83,27,26,Blanco,sano,16
andino,Macho,921.56,22,NA,Blanco,NA,18
Cuy Peruano,macho,872.36,26,21,Pintado,Sano,28
Cuy andino,Macho,NA,25,17,Blanco,NA,33
Cuy peruano,h,599.72,23,NA,Blanco,NA,55
Cuy andino,macho,NA,22,19,Negro,NA,53
Peruano,M,952.88,NA,NA,pintado,NA,50
andino,M,NA,NA,17,Blanco,NA,27
NA,H,512.66,33,NA,Blanco,NA,33
Andino,Macho,903.14,NA,NA,negro,NA,31
peruano,h,933.96,27,19,blanco,Sano,31
Cuy Peruano,hembra,NA,21,18,Mmarrón,NA,10
Cuy peruano,Hembra,766.89,26,18,pintado,Sano,57
Hibrido,M,850.06,31,NA,blanco,NA,46
andino,hembra,686.39,22,17,Tricolor,sano,53
Peruano,M,756.43,NA,20,Pintado,Sano,35
Peruano,Macho,767.15,NA,20,Blanco,sano,15
hibrido,Macho,849.26,38,NA,Tricolor,NA,32
Cuy andino,M,NA,25,18,Blanco,NA,41
peruano,m,856.09,34,20,marrón,sano,54
peruano,Macho,NA,NA,19,Blanco,NA,64
andino,macho,796.02,24,16,Blanco,gordo,56
peruano,Macho,726.99,26,16,Negro,gordo,40
Cuy peruano,macho,932.56,25,19,Marrón,Gordo,57
Peruano,macho,912.23,27,20,Blanco,sano,63
Cuy Andino,H,548.46,NA,15,Marrón,Sano,54
Andino,M,844.31,22,NA,Negro,NA,55
Peruano,H,NA,23,19,Negro,NA,35
Cuy Andino,Hembra,642.65,22,NA,Negro,NA,41
cuy,M,846.35,13,26,blanco,Flaco,40
Cuy Peruano,m,823.34,NA,20,blanco,sano,58
Cuy Peruano,macho,917.59,NA,20,blanco,sano,40
aNDino,hembra,741.6,22,16,Negro,Gordo,49
Andino,Macho,682.58,26,18,Rojizo,Sano,24
Cuy peruano,Macho,841.69,27,19,Pintado,Sano,11
Andino,Macho,796.95,26,19,Marrón,sano,33
peruano,m,1029.45,27,20,Blanco,gordo,16
Cuy Peruano,Hembra,480.67,21,17,blanco,Sano,44
Cuy andino,Macho,NA,19,18,Marrón,NA,29
Híbrido,h,1194.05,24,NA,tricolor,NA,36
Cuy americano,m,871.99,26,NA,Blanco,NA,42
Cuy andino,Macho,621.24,26,19,Rojizo,Sano,60
Cuy peruano,m,763.11,NA,NA,Negro,NA,17
Cuy Andino,Macho,768.02,30,NA,blanco,NA,53
Cuy Híbrido,M,566.06,18,18,blanco,sano,42
Americano,hembra,832.55,26,20,Negro,Sano,61
Cuy Andino,H,729.58,22,17,Blanco,sano,22
Cuy peruano,m,910.94,NA,19,Pintado,gordoo,37
peruano,Hembra,656.11,21,18,Blanco,Sano,31
Cuy abisinio,macho,526.56,23,16,Negro,Sano,11
Cuy peruano,h,791.85,25,17,Negro,gordo,26
Andino,Macho,849.15,25,18,negro,Gordo,21
andino,Macho,578.25,22,18,negro,Sano,53
adinon,m,NA,NA,19,negro,NA,40
Peruano,Macho,597.21,23,21,Blanco,flaco,40
Peruano,Macho,980.92,32,20,Negro,sano,41
Cuy peruano,Macho,820.91,30,20,Marrón,sano,40
andino,h,740.12,26,NA,Blanco,NA,19
Cuy abisinio,macho,770.22,22,NA,negro,NA,61
ibrido,m,933.28,17,20,tricolor,Sano,64
Cuy americano,H,733.74,28,19,Negro,Sano,23
Peruano,macho,741.53,27,21,blanco,Sano,32
Cuy Peruano,M,670.28,26,20,blanco,Sano,14
Cuy Peruano,hembra,590.1,NA,NA,Marrón,NA,56
Cuy Peruano,h,458.32,22,NA,Blanco,NA,37
Andino,Macho,695.47,NA,19,Negro,sano,43
peruano,H,700.19,21,18,Marrón,Sanoo,15
peruano,H,875.24,20,19,Blanco,sano,65
Peruano,hembra,828.47,27,18,blanco,sano,26
NA,macho,1428.91,30,19,Blanco,Obeso,51
Andino,Macho,722.81,24,NA,Blanco,NA,23
peruano,H,676.8,29,18,Blanco,Sano,38
Cuy Andino,macho,803.8,25,NA,marrón,NA,52
Hibrido,Hembra,693.17,NA,NA,Tricolor,NA,50
Peruano,m,870.37,NA,19.57,Blanco,Sano,20
Cuy peruano,m,667.64,NA,20,Blanco,Sano,34
Cuy andino,Macho,687.09,23,17,Negro,sano,18
Híbrido,macho,1101.89,35,19,Pintado,gordo,21
Cuy americano,Hembra,804.92,NA,NA,Tricolor,NA,49
Cuy abisinio,m,558.2,22,18,Gris,sano,42
Cuy abisinio,m,659.8,21,NA,Gris,NA,42
Cuy peruano,H,772.32,25,18,blanco,sano,58
Cuy Peruano,Hembra,660.57,24,16,Blanco,Gordo,31
Peruano,Macho,777.51,27,NA,Blanco,NA,29
Cuy Peruano,macho,794.48,31,21,Blanco,sano,51
hibrido,Hembra,515.27,29,15,tricolor,Sano,54
Americano,macho,NA,27,21,Blanco,NA,49
hibrido,h,1898.19,32,NA,tricolor,NA,19
Cuy Peruano,Macho,NA,22,NA,negro,NA,26
Abisinio,macho,544.69,19,17,Negro,sano,64
Cuy Peruano,Macho,1003,28,19,Blanco,Gordo,46
Peruano,hembra,NA,29,19,Blanco,NA,41
Cuy andino,M,836.67,NA,20,Negro,Sano,61
Andino,m,779.54,NA,17,Blanco,Gordo,27
Cuy híbrido,macho,755.89,20,23,Tricolor,flaco,49
Peruano,macho,781.54,NA,21,Blanco,Sano,58
Cuy americano,Hembra,824.59,NA,20,negro,Sano,24
Cuy Peruano,Hembra,550.4,26,18,negro,Sano,10
Cuy Andino,m,887.15,27,17,Tricolor,Gordo,60
Peruano,macho,692.74,29,18,Marrón,Sano,21
Cuy Peruano,Macho,911.25,NA,21,Blanco,sano,51
Cuy peruano,macho,707.54,27,21,Negro,Sano,32
Cuy Andino,M,NA,28,20,Marrón,NA,56
Cuy Peruano,Hembra,786.67,19,17,Blanco,Gordo,62
Cuy Peruano,h,899.63,25,17,Pintado,Gordo,37
Cuy Peruano,hembra,NA,NA,18,pintado,NA,30
Cuy Andino,h,772.32,22,17,rojizo,gordo,12
Cuy Andino,M,688.34,25,NA,Tricolor,NA,27
Peruano,Macho,781.78,27,NA,Negro,NA,59
Cuy Americano,Macho,771.86,33,17,Blanco,Gordo,14
Andino,Hembra,667.12,22,17,Negroo,Sano,44
peruano,M,961.64,26,NA,blanco,NA,29
Cuy americano,hembra,838.53,26,21,Tricolor,Sano,13
Cuy Peruano,macho,710.61,26,19,Marrón,Sano,28
peruano,macho,784.93,22,19,marrón,sano,34
Cuy Peruano,macho,690.55,29,20,Negro,Sano,35
Cuy Andino,Hembra,783.73,25,NA,blanco,NA,66
Cuy peruano,macho,703.57,29,NA,Marrón,NA,61
andino,Macho,707.7,24,NA,Blanco,NA,16
Cuy abisinio,Macho,NA,24,NA,marrón oscuro,NA,59
andino,M,714.75,NA,NA,rojizo,NA,26
andino,macho,740.6,NA,17,blanco,Sano,53
Peruano,Macho,NA,NA,NA,marrón,NA,54
andino,macho,NA,26,17,blanco,NA,66
Cuy andino,hembra,594.09,17,NA,Negro,NA,33
cuy,H,1459.95,20,24,tricolor,gordo,16
Peruano,Macho,832.43,26,19,marrón,Sanoo,15
Cuy Peruano,Macho,721.86,26,20,Marrón,sano,63
Cuy peruano,h,817.08,NA,17,Negro,gordo,62
Cuy peruano,Hembra,628.99,30,18,Negro,Sano,57
Cuy Peruano,m,855.48,NA,21,negro,Sano,24
andino,m,823.14,25,20,marrón,sano,57
Peruano,Macho,770.11,27,21,Pintado,Sano,11
Cuy peruano,Hembra,868.45,NA,NA,blanco,NA,38
andino,M,699.02,23,17,negro,Sano,20
Cuy Andino,macho,818.5,24,NA,tricolor,NA,15
andino,macho,671.8,19,18,Blanco,Sano,20
Cuy andino,Hembra,581.23,27,16,marrón,sano,45
NA,hembra,NA,24,17,Tricolor,NA,58
Cuy Peruano,Macho,920.91,27,21,pintado,Sano,39
andino,Macho,800.19,NA,18,blanco,Sano,43
Cuy peruano,Macho,777.47,25,19,Blanco,Sano,65
Cuy Andino,m,902.86,23,NA,Blanco,NA,57
aNDino,Macho,757.93,29,NA,Blanco,NA,54
Andino,Macho,NA,30,17,Negro,NA,63
Cuy andino,Hembra,604.92,25,17,Rojizo,Sanoo,55
Cuy abisinio,Macho,NA,NA,17,Marrón Oscuro,NA,13
Cuy Peruano,M,728.8,25,19,marrón,Sano,42
Cuy Peruano,Hembra,NA,21,NA,blanco,NA,51
Cuy andino,h,659.75,23,NA,Marrón,NA,14
Cuy Andino,Macho,809.7,25,NA,Negro,NA,63
peruano,h,592.68,NA,17,Marrón,sano,58
Peruano,Hembra,760.1,24,18,blanco,Sano,45
Cuy andino,macho,743.1,25,16,rojizo,Gordo,34
Americano,Macho,1006.96,27,21,Negro,sano,50
Cuy peruano,macho,762.67,28,NA,Marrón,NA,64
Cuy Andino,M,851.25,24,16,Blanco,gordo,14
Cuy andino,Macho,795.77,25,19,Negro,Sanoo,20
Peruano,h,775.28,26,18,Pintado,Sano,44
Cuy peruano,Hembra,790.52,19,19,MMarrón,Sano,59
Cuy andino,m,645.5,25,NA,blanco,NA,33
híbrido,Hembra,668.68,NA,13,Pintado,Obeso,15
Abisinio,macho,499.45,25,17,Marrón Oscuro,Sano,33
Cuy abisinio,macho,539.93,24,16,Gris,Sano,34
Peruano,macho,824.81,31,21,blanco,sano,30
Cuy Peruano,hembra,651.5,26,19,Negro,Sano,46
Cuy Peruano,Macho,NA,26,21,Pintado,NA,35
peruano,M,947.35,30,NA,Pintado,NA,17
peruano,Macho,896.93,27,NA,Pintado,NA,23
Americano,macho,1076.03,25,NA,Blanco,NA,21
Cuy peruano,Hembra,825.54,NA,19,Negro,Sano,52
Cuy peruano,m,838.72,28,20,Marrón,Sano,20
Cuy Peruano,h,857.68,29,NA,Blanco,NA,39
Peruano,m,872.75,26,20,Blanco,Sano,10
Cuy peruano,Hembra,571.8,23,21,Negro,Flaco,47
peruano,H,NA,26,NA,Negro,NA,61
Cuy Andino,Macho,NA,24,17,marrón,NA,13
andino,H,NA,23,16,Negro,NA,41
Peruano,H,NA,NA,18,Blanco,NA,61
Cuy peruano,H,NA,NA,17,blanco,NA,12
Cuy andino,Hembra,NA,25,17,Marrón,NA,23
Cuy andino,Hembra,NA,NA,NA,Blanco,NA,57
Andino,h,625.79,NA,17,negro,Sano,49
Cuy Americano,Macho,875.83,23,23,Blanco,Sano,42
Cuy andino,hembra,710.6,23,18,marrón,Sano,17
Cuy peruano,Macho,NA,27,21,negro,NA,27
Andino,macho,745.91,24,17,Blanco,sano,18
peruano,Macho,914.08,28,19,Negro,sano,33
Andino,m,960.98,30,18,Negro,Gordo,57
andino,m,755.07,22,17,Marrón,Gordo,16
Cuy peruano,H,NA,NA,NA,Blanco,NA,30
Andino,Macho,854.6,26,16,blanco,Gordo,60
Cuy Peruano,h,791.8,27,NA,Negro,NA,21
Abisinio,m,602.06,23,NA,Marrón Oscuro,NA,10
Peruano,Macho,1020.33,28,NA,marrón,NA,44
peruano,Hembra,715.35,25,19,Negro,Sano,34
Cuy andino,macho,880.67,26,18,Marrón,Gordo,56
Cuy abisinio,Macho,539.3,26,NA,Marrón Oscuro,NA,51
Cuy peruano,h,743.72,28,NA,Blanco,NA,19
Andino,h,658.83,21,NA,Blanco,NA,35
Cuy Peruano,Hembra,716.67,19,18,blanco,Sano,37
Cuy andino,hembra,646.85,23,16,Negro,Sano,59
Peruano,Macho,929.79,25,19,Negro,Gordo,38
Cuy Abisinio,Macho,665.35,24,15,negro,Gordo,43
Cuy peruano,Macho,NA,NA,21,Pintado,NA,47
Cuy abisinio,macho,626.68,27,NA,Marrón Oscuro,NA,14
Cuy andino,macho,720.11,NA,NA,Blanco,NA,36
aNDino,Hembra,749.86,23,NA,Blanco,NA,40
Cuy peruano,macho,852.86,30,NA,pintado,NA,31
andino,M,799.54,27,18,Blanco,Sano,59
Cuy peruano,H,653.13,22,NA,Negro,NA,26
Cuy abisinio,Macho,668.15,21,16,gris,gordo,53
andino,Macho,808.77,22,17,Blanco,Gordo,20
Cuy andino,h,657.18,NA,15,Blanco,Gordo,54
Cuy Andino,Macho,895.8,23,18,Marrón,Gordo,54
andino,Hembra,718.79,23,17,negro,Sano,18
Peruano,Hembra,815.42,25,18,negro,gordo,13
Andino,Hembra,NA,22,NA,Negro,NA,34
Cuy peruano,M,772.95,28,20,marrón,Sano,66
Cuy Peruano,Macho,762.75,24,21,pintado,Sano,36
Cuy Peruano,macho,752.23,29,NA,blanco,NA,65
Cuy abisinio,macho,616.44,25,15,negro,gordo,62
Cuy andino,macho,593.37,NA,19,Marrón,Sano,50
Cuy peruano,h,781.16,25,19,Marrón,sano,30
peruano,Macho,925.42,31,20,pintado,Sano,44
Cuy americano,M,927.83,26,19,blanco,gordo,38
Cuy Peruano,M,997.15,29,NA,Marrón,NA,50
Peruano,Macho,NA,NA,21,Blanco,NA,15
Cuy Abisinio,macho,491.92,NA,NA,Pintado,NA,19
Cuy andino,m,NA,22,16,Blanco,NA,46
Cuy Peruano,Macho,893.36,25,20,Marrón,sano,32
Andino,macho,658.96,23,19,marrón,sano,25
Cuy abisinio,Macho,NA,22,18,marrón oscuro,NA,38
Cuy Americano,Macho,1033.99,34,NA,Blanco,NA,38
Cuy Peruano,Macho,658.66,NA,NA,blanco,NA,25
Peruano,Hembra,736.7,NA,NA,blanco,NA,29
Cuy Abisinio,Macho,567.75,24,17,pintado,Sano,46
andino,H,543.37,26,17,rojizo,sano,50
Peruano,macho,906.73,28,21,Blanco,sano,28
Cuy peruano,h,NA,NA,17,Negro,NA,43
Cuy Andino,macho,715.87,25,19,Negro,sano,13
peruano,H,NA,25,NA,Marrón,NA,40
Cuy Peruano,H,689.49,30,19,negro,Sano,53
Cuy Andino,macho,NA,NA,20,negro,NA,58
andino,Macho,818.98,23,18,marrón,sano,40
peruano,Macho,964.54,NA,NA,Blanco,NA,46
peruano,macho,785.28,24,NA,marrón,NA,49
Andino,h,665.64,25,18,Rojizo,Sano,23
Americano,hembra,835.23,28,21,Negro,sano,38
Cuy Americano,h,926.74,32,NA,Blanco,NA,32
Cuy Peruano,h,NA,NA,19,Pintado,NA,23
Cuy Andino,macho,927.22,25,NA,blancoo,NA,18
Peruano,macho,903.29,24,NA,Blanco,NA,23
Cuy peruano,hembra,880.43,NA,19,Pintado,sano,33
Cuy Peruano,Macho,869.6,NA,NA,Blanco,NA,46
Cuy Peruano,H,798.16,26,19,Blanco,sano,39
Cuy Híbrido,Macho,NA,27,18,Pintado,NA,19
Cuy Peruano,h,798.45,23,NA,blanco,NA,54
Andino,H,774.23,22,NA,rojizo,NA,13
Cuy Andino,M,854.52,26,NA,Rojizo,NA,38
Cuy Andino,Macho,933.43,28,NA,negro,NA,44
Cuy Híbrido,macho,1070.56,16,24,tricolor,Sano,12
Cuy Peruano,M,NA,29,NA,negro,NA,27
Cuy,M,706.45,29,16,Pintado,Gordo,38
